ts,open,high,low,close,volume,quote_volume,taker_buy_base
1767609900000,92853.18,93030.0,92853.18,93029.99,44.54076,4141779.0280894,30.18339
1767610200000,93030.0,93151.0,93029.99,93137.4,109.42963,10189281.4614269,72.33338
1767610500000,93137.4,93137.41,93068.84,93080.0,46.32156,4312315.3132886,19.24556
1767610800000,93080.0,93080.0,93004.64,93021.63,71.9946,6698592.5103167,38.51832
1767611100000,93021.62,93040.0,93003.44,93024.85,32.17853,2993323.9136302,20.33716
1767611400000,93024.85,93024.85,92892.46,92892.47,102.76323,9551811.3713627,37.7005
1767611700000,92892.46,92986.7,92883.03,92977.75,40.58167,3770116.8548905,31.60265
1767612000000,92977.75,93151.0,92977.75,93111.47,59.96164,5579192.5296954,35.00517
1767612300000,93111.46,93140.0,92960.0,92971.99,39.18064,3646431.7564711,14.80228
1767612600000,92972.0,93010.94,92947.08,92952.46,33.32421,3098265.4146294,16.62561
1767612900000,92952.46,92955.35,92904.85,92905.45,28.21094,2621742.2653712,5.55612
1767613200000,92905.45,93061.05,92905.44,93012.37,57.08787,5309058.8130453,33.09696
1767613500000,93012.38,93151.0,92999.5,93124.34,38.71499,3603551.8607751,27.03999
1767613800000,93124.34,93144.95,93101.58,93120.9,28.57224,2660768.3042425,15.10027
1767614100000,93120.9,93144.45,93075.57,93134.26,35.18595,3276247.3138042,20.74169
1767614400000,93134.25,93185.66,93110.37,93111.6,67.87195,6321971.3533182,38.45514
1767614700000,93111.6,93137.09,93052.16,93084.19,37.83767,3522509.3100023,23.82794
1767615000000,93084.18,93173.32,93084.18,93155.57,22.06191,2054447.8428006,11.7404
1767615300000,93155.57,93206.2,93031.9,93051.24,48.31372,4500353.0659781,20.1604
1767615600000,93051.24,93051.24,92932.21,92985.42,47.62264,4428638.6151415,14.3645
1767615900000,92985.42,92989.33,92927.81,92927.81,36.03943,3350139.7912779,16.59488
1767616200000,92927.81,92959.5,92876.5,92892.48,34.93987,3246490.4740848,8.8462
1767616500000,92892.48,92919.91,92840.28,92849.7,32.60563,3028695.0967445,6.87799
1767616800000,92849.69,92870.76,92800.01,92816.91,27.14606,2520032.6242307,14.63428
1767617100000,92816.91,92876.0,92752.6,92817.96,43.4563,4033384.1451049,14.23494
1767617400000,92817.96,92850.63,92785.27,92785.27,17.65329,1638690.5616252,8.4749
1767617700000,92785.28,92914.91,92780.01,92874.28,38.04023,3531926.5348927,24.04017
1767618000000,92874.28,92909.09,92808.56,92896.01,31.16204,2893762.8978291,13.04525
